gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1194,0
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,114.7,5934,0
0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,49.15,5204,0
1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,3884,0
1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,79.45,2611,1
1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,485,1
0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,19.3,3117,0
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,90,0
1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,1983,1
0,0,0,0,8,1,0,0,2,0,0,2,0,0,1,0,0,54.25,3793,0
0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,3594,0
0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74,3317,0
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,937,0
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,19.8,4720,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487,1
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,4401,1
0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,4585,0
0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,2788,0
0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,1733,1
1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3195,1
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,19.55,5046,0
0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80,3513,1
0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,6146,1
1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,1414,1
1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1547,1
1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,4277,0
0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,112.4,6039,0
0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1368,0
1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,4996,0
0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,5994,0
0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,1784,1
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,6489,0
1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,1846,0
1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4093,1
1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54,106,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,811,1
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,6343,1
1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,560,0
1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,5590,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,21.1,1730,0
0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,4621,0
0,0,1,1,58,1,2,2,1,1,1,1,1,1,1,1,1,24.5,896,0
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,3854,1
0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,3900,0
0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,1626,0
1,0,0,0,32,1,0,2,1,1,1,1,1,1,2,1,0,20.05,5010,0
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,3887,0
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0,0
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,1208,1
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,28,0
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,6425,1
0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,91,1
1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2402,0
1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1093,1
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,246,0
0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,4692,0
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,1878,0
1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,3850,0
0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,100.45,5605,0
1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2454,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,6021,0
0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,4785,0
1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,90.4,1792,1
1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,4938,0
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,2240,0
1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,24.8,2816,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20,3564,0
1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,1168,1
1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,4666,0
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,19.55,6168,0
0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,5863,0
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,5069,0
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1118,0
0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1164,0
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,1684,0
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2073,0
0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,3307,1
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,5085,0
0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2453,1
1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,2735,0
1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,1832,0
0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,6354,0
1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,3893,0
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4223,0
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,3538,0
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,889,0
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,3570,0
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,6313,1
1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1071,0
1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,4861,0
1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,3646,1
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,4522,1
0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,962,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,4422,0
1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3306,0
1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,4329,0
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,6426,1
0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,261,1
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,4049,0
0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,1695,0
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,6152,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20,382,0
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,722,0
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,5634,0
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1919,0
0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,304,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,6500,0
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5890,0
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,147,0
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,3033,1
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,1961,0
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,144,0
0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,1197,0
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,1567,1
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,305,1
0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1163,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,1343,0
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,3191,0
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,2956,0
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,267,0
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,4402,0
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,13,0
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,4871,0
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,4545,0
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,1875,1
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,1962,0
1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,2697,1
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4220,0
0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,102,1
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,4806,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,4304,0
0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,2445,0
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,538,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1487,0
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,2610,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114,6054,0
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,4646,1
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,2800,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,1491,1
0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,5884,0
0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80,61,0
0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,5310,1
0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3111,0
1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,993,1
1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3378,0
1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1575,0
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,432,1
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,2777,0
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4117,0
1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,908,0
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,4912,1
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3013,0
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,5736,0
0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,3060,0
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,2217,0
1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3326,0
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2137,0
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,4864,1
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3045,0
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,5848,0
0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60,473,0
1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,4595,0
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,2948,0
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,6189,0
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,637,0
1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3242,0
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,4991,0
1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4108,1
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25,914,0
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,3953,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,5724,1
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,1542,0
0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,4713,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,6017,1
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,4399,0
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69,284,1
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,5729,1
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,4365,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,757,0
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86,961,1
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,2160,1
1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,180,0
1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,829,0
1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,1922,1
0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,3662,0
1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,215,0
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,1495,0
1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,3773,0
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,794,1
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825,1
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,6061,1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1383,0
1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2442,0
0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4088,0
1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,3997,0
1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,3435,0
1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,727,0
1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2219,1
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1180,0
1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,4802,0
1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,4957,0
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1918,1
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,2348,0
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,952,1
0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,1171,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,4470,0
1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1464,0
0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,5081,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3816,1
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,2494,1
1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,1745,0
0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4001,0
0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,1667,0
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,6506,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,3811,1
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,4744,0
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,5777,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1483,0
0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,4382,1
0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4060,0
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,4841,1
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,4993,0
0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1051,0
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,89,0
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,3762,1
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,6371,0
0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,1543,0
0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,4995,0
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,5000,1
1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,5300,0
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,4403,0
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,2635,0
1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4069,0
1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,5184,1
1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,5604,0
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1027,0
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2486,0
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,6240,0
1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,3555,0
0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,5285,0
0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,2707,0
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,5608,0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,591,0
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1868,0
1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,4194,0
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,6145,0
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,5372,0
1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,5042,0
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,5795,0
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,349,0
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,5353,1
0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,5714,0
0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,2822,0
1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,440,0
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,3504,0
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,4840,0
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75,5109,1
0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,4349,0
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,5787,0
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2352,1
0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,4537,0
0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1077,0
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,3439,0
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,662,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080,1
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,5997,0
0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3269,0
0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81,3063,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,723,0
1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,627,1
0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1122,0
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,6075,1
0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2332,0
1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,514,1
0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,992,1
0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,2787,1
1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1680,0
1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3137,0
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,4313,1
0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3010,1
0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1652,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,865,0
0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,6241,0
1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,4773,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1483,1
1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,2723,0
1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3360,0
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,1443,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1210,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5822,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443,1
0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,1769,0
1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,4885,1
0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,407,0
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,893,0
1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,533,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2150,0
1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1215,0
1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1270,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,2151,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45,6467,1
0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,220,0
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,4974,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609,1
1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105,5596,1
0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0,0
1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,1187,1
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20,748,0
1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,3966,0
0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,4662,0
0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,4901,0
0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,471,1
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,3213,0
1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,6233,1
0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2210,0
0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,3677,0
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,2162,0
1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,3877,0
1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,652,0
0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1111,1
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,1311,0
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5116,0
1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,4445,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5695,0
